# form	reading	naive	authority	note
萬兒八千	wàn r bā qiān	wàn ér bā qiān	cc-cedict	ten thousand or almost ten thousand
萬古長新	wàn gǔ cháng xīn	wàn gǔ zhǎng xīn	cc-cedict	to remain forever new (idiom)
萬古長春	wàn gǔ cháng chūn	wàn gǔ zhǎng chūn	cc-cedict	see 萬古長青|万古长青[wan4 gu3 chang2 qing1]
萬古長青	wàn gǔ cháng qīng	wàn gǔ zhǎng qīng	cc-cedict	(idiom) enduring through the ages; ever-flourishing
萬應靈丹	wàn yìng líng dān	wàn yīng líng dān	cc-cedict	panacea
萬象更新	wàn xiàng gēng xīn	wàn xiàng gèng xīn	cc-cedict	(in the spring) nature takes on a new look (idiom)
萬里長城	wàn lǐ cháng chéng	wàn lǐ zhǎng chéng	cc-cedict	the Great Wall
萬里長江	wàn lǐ cháng jiāng	wàn lǐ zhǎng jiāng	cc-cedict	Changjiang River/Yangtze River
萬頭攢動	wàn tóu cuán dòng	wàn tóu zǎn dòng	cc-cedict	(idiom) bustling with many people
落地生根	luò dì shēng gēn	luò de shēng gēn	cc-cedict	air plant (Bryophyllum pinnatum)/to put down roots
落拓不羈	luò tuò bù jī	luò tà bù jī	cc-cedict	(idiom) unconventional; uninhibited; free-spirited
落草為寇	luò cǎo wéi kòu	luò cǎo wèi kòu	cc-cedict	(idiom) to take to the woods to become an outlaw
落袋為安	luò dài wéi ān	luò dài wèi ān	cc-cedict	(idiom) to take profits and lock in one's gains
葉公好龍	yè gōng hào lóng	yè gōng hǎo lóng	cc-cedict	lit. Lord Ye's passion for dragons (idiom)/fig. to pretend to be fond of sth while actually fearing it/ostensible fondne
著手成春	zhuó shǒu chéng chūn	zhù shǒu chéng chūn	cc-cedict	lit. set out and it becomes spring (idiom); to effect a miracle cure (of medical operation)/to bring back the dead/once 
著著失敗	zhāo zhāo shī bài	zhù zhù shī bài	cc-cedict	to fail at every step of the way/Taiwan pr. [zhuo2zhuo2-shi1bai4]
葛瑞格爾	gě ruì gé ěr	gé ruì gé ěr	cc-cedict	Gregoire (name)
蒙古大夫	měng gǔ dài fu	méng gǔ dà fū	cc-cedict	(coll.) quack (doctor)/charlatan
蒙古沙鴴	měng gǔ shā héng	méng gǔ shā héng	cc-cedict	(bird species of China) Siberian sand plover (Anarhynchus mongolus)
蒙地卡羅	méng dì kǎ luó	méng de kǎ luó	cc-cedict	Monte-Carlo (Monaco) (Tw)
蒙帕納斯	měng pà nà sī	méng pà nà sī	cc-cedict	Montparnasse (southeast Paris, 14ème arrondissement)
蒸氣重整	zhēng qì chóng zhěng	zhēng qì zhòng zhěng	cc-cedict	steam reforming (chemistry)
蒸發空調	zhēng fā kōng tiáo	zhēng fā kōng diào	cc-cedict	evaporative air conditioner/evaporative cooler
蔚為壯觀	wèi wéi zhuàng guān	wèi wèi zhuàng guān	cc-cedict	see 蔚為大觀|蔚为大观[wei4 wei2 da4 guan1]
蔚為大觀	wèi wéi dà guān	wèi wèi dà guān	cc-cedict	to afford a magnificent sight (idiom)/enchanting
薄利多銷	bó lì duō xiāo	báo lì duō xiāo	cc-cedict	small profit but rapid turnover
薄弱環節	bó ruò huán jié	báo ruò huán jié	cc-cedict	weak link/loophole
薄胎瓷器	bó tāi cí qì	báo tāi cí qì	cc-cedict	eggshell china
薄養厚葬	bó yǎng hòu zàng	báo yǎng hòu zàng	cc-cedict	to neglect one's parents but give them a rich funeral/hypocrisy in arranging a lavish funeral after treating one's paren
薩哈羅夫	sà hǎ luó fū	sà hā luó fū	cc-cedict	Andrei Sakharov (1921-1989), Russian nuclear scientist and dissident human rights activist
薩哈諾夫	sà hǎ nuò fū	sà hā nuò fū	cc-cedict	(Andrei) Sakharov
薩摩耶犬	sà mó yē quǎn	sà mó yé quǎn	cc-cedict	Samoyed (dog)
薩格勒布	sà gé lè bù	sà gé lēi bù	cc-cedict	Zagreb, capital of Croatia
薪盡火傳	xīn jìn huǒ chuán	xīn jǐn huǒ chuán	cc-cedict	see 薪火相傳|薪火相传[xin1 huo3 xiang1 chuan2]
藉詞推搪	jiè cí tuī táng	jí cí tuī táng	cc-cedict	to make a lot of excuses
藍田種玉	lán tián zhòng yù	lán tián zhǒng yù	cc-cedict	a marriage made in heaven (idiom)
藏傳佛教	zàng chuán fó jiào	cáng chuán fú jiào	cc-cedict-buddhist	Tibetan Buddhism
藏茴香果	zàng huí xiāng guǒ	cáng huí xiāng guǒ	cc-cedict	caraway
蘇打餅乾	sū dá bǐng gān	sū dǎ bǐng qián	cc-cedict	soda biscuit; soda cracker; saltine
虎斑地鶇	hǔ bān dì dōng	hǔ bān de dōng	cc-cedict	(bird species of China) scaly thrush (Zoothera dauma)
處世之道	chǔ shì zhī dào	chù shì zhī dào	cc-cedict	way of life/attitude/modus operandi
處世原則	chǔ shì yuán zé	chù shì yuán zé	cc-cedict	a maxim/one's principles
處之泰然	chǔ zhī tài rán	chù zhī tài rán	cc-cedict	see 泰然處之|泰然处之[tai4 ran2 chu3 zhi1]
處事原則	chǔ shì yuán zé	chù shì yuán zé	cc-cedict	a maxim/one's principles
處心積慮	chǔ xīn jī lǜ	chù xīn jī lǜ	cc-cedict	to plot actively (idiom)/scheming/calculating
處理能力	chǔ lǐ néng lì	chù lǐ néng lì	cc-cedict	processing capability/throughput
處變不驚	chǔ biàn bù jīng	chù biàn bù jīng	cc-cedict	to remain calm in the face of events (idiom)
虛心好學	xū xīn hào xué	xū xīn hǎo xué	cc-cedict	modest and studious (idiom)
虛應了事	xū yìng liǎo shì	xū yīng le shì	cc-cedict	see 虛應故事|虚应故事[xu1 ying4 gu4 shi4]
虛應故事	xū yìng gù shì	xū yīng gù shì	cc-cedict	to go through the motions
虛無縹緲	xū wú piāo miǎo	xū wú piǎo miǎo	cc-cedict	illusory; imaginary; fanciful
虛與委蛇	xū yǔ wēi yí	xū yǔ wěi shé	cc-cedict	(idiom) to feign civility
號啕大哭	háo táo dà kū	hào táo dà kū	cc-cedict	variant of 嚎啕大哭[hao2 tao2 da4 ku1]
蜚短流長	fēi duǎn liú cháng	fēi duǎn liú zhǎng	cc-cedict	to spread malicious gossip/also written 飛短流長|飞短流长[fei1 duan3 liu2 chang2]
蜜月假期	mì yuè jià qī	mì yuè jiǎ qī	cc-cedict	honeymoon
蝦兵蟹將	xiā bīng xiè jiàng	xiā bīng xiè jiāng	cc-cedict	shrimp soldiers and crab generals (in mythology or popular fiction, the army of the Dragon King of the Eastern Sea)/usel
蝴蝶效應	hú dié xiào yìng	hú dié xiào yīng	cc-cedict	butterfly effect (dynamical systems theory)
融合為一	róng hé wéi yī	róng hé wèi yī	cc-cedict	to form a cohesive whole/to fuse together
融為一體	róng wéi yī tǐ	róng wèi yī tǐ	cc-cedict	to fuse together (idiom)/hypostatic union (religion)
血債累累	xuè zhài lěi lěi	xuè zhài lèi lèi	cc-cedict	debts of blood crying out for retribution
血流漂杵	xuè liú piāo chǔ	xuè liú piào chǔ	cc-cedict	enough blood flowing to float pestles (idiom); rivers of blood/blood bath
行家裡手	háng jiā lǐ shǒu	xíng jiā lǐ shǒu	cc-cedict	connoisseur/expert
行為主義	xíng wéi zhǔ yì	xíng wèi zhǔ yì	cc-cedict	behaviorism
行為數據	xíng wéi shù jù	xíng wèi shù jù	cc-cedict	behavioral data (marketing)
行為準則	xíng wéi zhǔn zé	xíng wèi zhǔn zé	cc-cedict	code of conduct/standard of conduct
行為藝術	xíng wéi yì shù	xíng wèi yì shù	cc-cedict	performance art
衛氏朝鮮	wèi shì cháo xiǎn	wèi shì cháo xiān	cc-cedict	Wiman Korea (195-108 BC), historical kingdom in Manchuria, Liaoning and North Korea
衛滿朝鮮	wèi mǎn cháo xiǎn	wèi mǎn cháo xiān	cc-cedict	Wiman Korea (195-108 BC), historical kingdom in Manchuria, Liaoning and North Korea
衣單食薄	yī dān shí bó	yī dān shí báo	cc-cedict	thin coat, meager food (idiom); life of wretched poverty/destitute
衣裳鈎兒	yī shang gōu r	yī shang gōu ér	cc-cedict	clothes hook
衣錦還鄉	yī jǐn huán xiāng	yī jǐn hái xiāng	cc-cedict	lit. to come back to one's hometown in silken robes (idiom)/fig. to return home after making good/Taiwan pr. [yi4 jin3 h
裡應外合	lǐ yìng wài hé	lǐ yīng wài hé	cc-cedict	to coordinate outside and inside offensives (idiom)/(fig.) to act together
裡海地鴉	lǐ hǎi dì yā	lǐ hǎi de yā	cc-cedict	(bird species of China) Turkestan ground jay; Pander's ground jay (Podoces panderi)
西地那非	xī dì nà fēi	xī de nà fēi	cc-cedict	sildenafil (virility drug) (loanword)
西塞山區	xī sài shān qū	xī sāi shān qū	cc-cedict	Xisaishan, a district of Huangshi City 黃石市|黄石市[Huang2 shi2 Shi4], Hubei
西格蒙德	xī gé mēng dé	xī gé méng dé	cc-cedict	Sigmund (name)
西藏獒犬	xī zàng áo quǎn	xī cáng áo quǎn	cc-cedict	Tibetan mastiff
要買人心	yāo mǎi rén xīn	yào mǎi rén xīn	cc-cedict	variant of 邀買人心|邀买人心[yao1 mai3 ren2 xin1]
見義勇為	jiàn yì yǒng wéi	jiàn yì yǒng wèi	cc-cedict	(idiom, from the Analects) (usu. of a passer-by who comes across a critical situation) to step in and help; to take brav
覓食行為	mì shí xíng wéi	mì shí xíng wèi	cc-cedict	foraging
視為畏途	shì wéi wèi tú	shì wèi wèi tú	cc-cedict	to view as dangerous (idiom); afraid to do sth
視為知己	shì wéi zhī jǐ	shì wèi zhī jǐ	cc-cedict	to consider sb as close friend (idiom); to take into one's confidence
親力親為	qīn lì qīn wéi	qīn lì qīn wèi	cc-cedict	to do sth oneself
親密無間	qīn mì wú jiàn	qīn mì wú jiān	cc-cedict	(idiom) to have a very close relationship with each other
親水長廊	qīn shuǐ cháng láng	qīn shuǐ zhǎng láng	cc-cedict	waterside promenade
觀釁伺隙	guān xìn sì xì	guān xìn cì xì	cc-cedict	lit. to look for holes, and observe gaps (idiom)/fig. to search out one's opponent's weak points/to look for the Achille
觸地得分	chù dì dé fēn	chù de dé fēn	cc-cedict	to score a try (sports)/to score a touchdown
言不盡意	yán bù jìn yì	yán bù jǐn yì	cc-cedict	(conventional letter ending) words cannot fully express what is in my heart (idiom)
言歸正傳	yán guī zhèng zhuàn	yán guī zhèng chuán	cc-cedict	to return to the topic (idiom)/to get back to the main point
言為心聲	yán wéi xīn shēng	yán wèi xīn shēng	cc-cedict	one's words reflect one's thinking (idiom)
討價還價	tǎo jià huán jià	tǎo jià hái jià	cc-cedict	to haggle over price/to bargain
設身處地	shè shēn chǔ dì	shè shēn chù de	cc-cedict	to put oneself in sb else's shoes
評價量規	píng jià liáng guī	píng jià liàng guī	cc-cedict	rubric (i.e. a guide listing specific criteria for grading)
詳盡無遺	xiáng jìn wú yí	xiáng jǐn wú yí	cc-cedict	exhaustive/thorough
誅盡殺絕	zhū jìn shā jué	zhū jǐn shā jué	cc-cedict	to wipe out/to exterminate
誇多鬥靡	kuā duō dòu mǐ	kuā duō dòu mí	cc-cedict	(idiom) to use literary phrases in one's writing to show off one's erudition
認死扣兒	rèn sǐ kòu r	rèn sǐ kòu ér	cc-cedict	stubborn
認死理兒	rèn sǐ lǐ r	rèn sǐ lǐ ér	cc-cedict	erhua variant of 認死理|认死理[ren4 si3 li3]
認知失調	rèn zhī shī tiáo	rèn zhī shī diào	cc-cedict	cognitive dissonance
誓死不降	shì sǐ bù xiáng	shì sǐ bù jiàng	cc-cedict	to vow to fight to the death
語言匱乏	yǔ yán kuì fá	yǔ yán guì fá	cc-cedict	language deficit (linguistics)
語重心長	yǔ zhòng xīn cháng	yǔ zhòng xīn zhǎng	cc-cedict	meaningful and heartfelt words (idiom); sincere and earnest wishes
說來話長	shuō lái huà cháng	shuō lái huà zhǎng	cc-cedict	start explaining and it's a long story (idiom); complicated and not easy to express succinctly
說岳全傳	shuō yuè quán zhuàn	shuō yuè quán chuán	cc-cedict	"The Story of Yue Fei", biography of Song dynasty patriot and general Yue Fei 岳飛|岳飞[Yue4 Fei1]
說著玩兒	shuō zhe wán r	shuō zhù wán ér	cc-cedict	erhua variant of 說著玩|说着玩[shuo1 zhe5 wan2]
說長道短	shuō cháng dào duǎn	shuō zhǎng dào duǎn	cc-cedict	lit. to discuss sb's merits and demerits (idiom); to gossip
誰人樂隊	shéi rén yuè duì	shuí rén lè duì	cc-cedict	The Who (1960s UK rock band)
調三窩四	tiáo sān wō sì	diào sān wō sì	cc-cedict	to sow the seeds of discord everywhere (idiom)
調兵遣將	diào bīng qiǎn jiàng	diào bīng qiǎn jiāng	cc-cedict	to move an army and send a general (idiom); to deploy an army/to send a team on a task
調味肉汁	tiáo wèi ròu zhī	diào wèi ròu zhī	cc-cedict	gravy
調和分析	tiáo hé fēn xī	diào hé fēn xī	cc-cedict	harmonic analysis (math.)
調和振動	tiáo hé zhèn dòng	diào hé zhèn dòng	cc-cedict	harmonic oscillation
調嘴學舌	tiáo zuǐ xué shé	diào zuǐ xué shé	cc-cedict	to incite trouble between people (idiom)
調理食品	tiáo lǐ shí pǐn	diào lǐ shí pǐn	cc-cedict	precooked food
調皮搗蛋	tiáo pí dǎo dàn	diào pí dǎo dàn	cc-cedict	naughty; mischievous; to act up
調研人員	tiáo yán rén yuán	diào yán rén yuán	cc-cedict	research workers/survey and research workers
談判地位	tán pàn dì wèi	tán pàn de wèi	cc-cedict	bargaining position
談天說地	tán tiān shuō dì	tán tiān shuō de	cc-cedict	to talk endlessly; to talk about everything under the sun
論長道短	lùn cháng dào duǎn	lùn zhǎng dào duǎn	cc-cedict	lit. to discuss sb's merits and demerits (idiom); to gossip
謀臣武將	móu chén wǔ jiàng	móu chén wǔ jiāng	cc-cedict	strategic experts and powerful generals (idiom)
謀臣猛將	móu chén měng jiàng	móu chén měng jiāng	cc-cedict	strategic experts and powerful generals (idiom)
謝天謝地	xiè tiān xiè dì	xiè tiān xiè de	cc-cedict	(idiom) thank goodness
變態反應	biàn tài fǎn yìng	biàn tài fǎn yīng	cc-cedict	allergic response/allergy
豁然開朗	huò rán kāi lǎng	huō rán kāi lǎng	cc-cedict	suddenly opens up to a wide panorama (idiom); to come to a wide clearing/fig. everything becomes clear at once/to achiev
象徵主義	xiàng zhēng zhǔ yì	xiàng zhǐ zhǔ yì	cc-cedict	symbolism
豪氣干雲	háo qì gān yún	háo qì gàn yún	cc-cedict	lit. heroism reaching to the clouds (idiom)
貝克勒爾	bèi kè lè ěr	bèi kè lēi ěr	cc-cedict	becquerel (unit of radioactivity, symbol Bq)/abbr. to 貝克|贝克[bei4 ke4]
貝卡谷地	bèi kǎ gǔ dì	bèi kǎ gǔ de	cc-cedict	Bekaa Valley between Lebanon and Syria
貝爾格勒	bèi ěr gé lè	bèi ěr gé lēi	cc-cedict	Belgrade, capital of Serbia (Tw)
負債累累	fù zhài lěi lěi	fù zhài lèi lèi	cc-cedict	deep in debt
負載均衡	fù zǎi jūn héng	fù zài jūn héng	cc-cedict	(computing) load balancing
貧嘴薄舌	pín zuǐ bó shé	pín zuǐ báo shé	cc-cedict	garrulous and sharp-tongued
貧困地區	pín kùn dì qū	pín kùn de qū	cc-cedict	poor region/impoverished area
貧富差距	pín fù chā jù	pín fù chà jù	cc-cedict	disparity between rich and poor
貧窮潦倒	pín qióng liáo dǎo	pín qióng liáo dào	cc-cedict	destitute; poverty-stricken
買了佛冷	mǎi le fó lěng	mǎi le fú lěng	cc-cedict	(Internet slang) eggcorn for the song lyrics "I love Poland" that became a catchphrase in 2018
買櫝還珠	mǎi dú huán zhū	mǎi dú hái zhū	cc-cedict	to buy a wooden box and return the pearls inside/to show poor judgment (idiom)
費盡心思	fèi jìn xīn si	fèi jǐn xīn sī	cc-cedict	to rack one's brains (idiom); to take great pains to think sth through
費盡心機	fèi jìn xīn jī	fèi jǐn xīn jī	cc-cedict	to rack one's brains for schemes (idiom)/to beat one's brains out
貿易逆差	mào yì nì chā	mào yì nì chà	cc-cedict	trade deficit/adverse trade balance
貿易順差	mào yì shùn chā	mào yì shùn chà	cc-cedict	trade surplus
賓主盡歡	bīn zhǔ jìn huān	bīn zhǔ jǐn huān	cc-cedict	both the guests and the hosts thoroughly enjoy themselves (idiom)
賽普勒斯	sài pǔ lè sī	sài pǔ lēi sī	cc-cedict	Cyprus (Tw)
赤字累累	chì zì lěi lěi	chì zì lèi lèi	cc-cedict	debt-ridden/heavily laden with debt
赤誠相見	chì chéng xiàng jiàn	chì chéng xiāng jiàn	cc-cedict	candidly sharing confidences
赫氏角鷹	hè shì jué yīng	hè shì jiǎo yīng	cc-cedict	see 鷹鵰|鹰雕[ying1 diao1]
走為上計	zǒu wéi shàng jì	zǒu wèi shàng jì	cc-cedict	see 三十六計，走為上策|三十六计，走为上策[san1 shi2 liu4 ji4 , zou3 wei2 shang4 ce4]
走背字兒	zǒu bèi zì r	zǒu bèi zì ér	cc-cedict	erhua variant of 走背字[zou3 bei4 zi4]
起重葫蘆	qǐ chóng hú lu	qǐ zhòng hú lú	cc-cedict	hoist pulley
起飛彈射	qǐ fēi tán shè	qǐ fēi dàn shè	cc-cedict	takeoff catapult (on aircraft carrier)
超敏反應	chāo mǐn fǎn yìng	chāo mǐn fǎn yīng	cc-cedict	hypersensitivity
趕盡殺絕	gǎn jìn shā jué	gǎn jǐn shā jué	cc-cedict	to kill to the last one (idiom)/to exterminate/to eradicate/ruthless
跌跌蹌蹌	diē diē qiàng qiàng	diē diē qiāng qiāng	cc-cedict	to dodder along
跑堂兒的	pǎo táng r de	pǎo táng ér de	cc-cedict	waiter
跑馬圈地	pǎo mǎ quān dì	pǎo mǎ quān de	cc-cedict	rushing to stake one's claim in new markets (idiom)
跪地求饒	guì dì qiú ráo	guì de qiú ráo	cc-cedict	to kneel and beg forgiveness
踏破門檻	tā pò mén kǎn	tà pò mén kǎn	cc-cedict	to wear out the doorstep (idiom)/to crowd at sb's door
踏踏實實	tā tā shí shí	tà tà shí shí	cc-cedict	steady/steadfast
蹦蹦兒車	bèng bèng r chē	bèng bèng ér chē	cc-cedict	motor tricycle (onom. bang-bang car)
身先朝露	shēn xiān zhāo lù	shēn xiān cháo lù	cc-cedict	body will go with the morning dew (idiom); fig. ephemeral and precarious nature of human existence
身無長技	shēn wú cháng jì	shēn wú zhǎng jì	cc-cedict	to possess no special talents
身無長物	shēn wú cháng wù	shēn wú zhǎng wù	cc-cedict	(idiom) to possess nothing except bare necessities; to live a frugal life
車載斗量	chē zài dǒu liáng	chē zài dòu liàng	cc-cedict	lit. measured in cartloads and gallons/fig. by the barrowload (i.e. lots and lots)/innumerable
軍事基地	jūn shì jī dì	jūn shì jī de	cc-cedict	military base
較短絜長	jiào duǎn xié cháng	jiào duǎn jié zhǎng	cc-cedict	to compare long and short/to compare the pros and cons
較長絜短	jiào cháng xié duǎn	jiào zhǎng jié duǎn	cc-cedict	to compare long and short/to compare the pros and cons
